hypothesis,evidences,label
"The minimum number of days from start of study treatment to first documentation of objective tumor progression or death due to cancer for any patient in NCT00076024, was 191.","[""Outcome Measurement: "", ""  Time to Tumor Progression (TTP)"", ""  Time in days from start of study treatment to first documentation of objective tumor progression or death due to cancer, whichever comes first. TTP was calculated as first event date minus the date of first dose of study medication plus 1. Tumor progression was determined from oncologic assessment data (where data meet the criteria for progressive disease [PD])."", ""  Time frame: Phase 2 double-blind baseline until tumor progression or death or discontinuation from study treatment, assessed every 9 weeks up to 129 weeks"", ""Results 1: "", ""  Arm/Group Title: Axitinib + Docetaxel (Phase 2, Double-blind)"", ""  Arm/Group Description: Axitinib (AG-013736) 5 mg tablet orally BID starting from Day 1 of Cycle 1, in cycles of 3 weeks. Docetaxel 80 mg/m^2 1 hr IV infusion on Day 1 of each cycle, in cycles of 3 weeks. Treatment was continued until disease progression, intolerable toxicity, or for 2 cycles after complete response."", ""  Overall Number of Participants Analyzed: 112"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: days  247        (208 to 265)"", ""Results 2: "", ""  Arm/Group Title: Docetaxel + Placebo (Phase 2, Double-blind)"", ""  Arm/Group Description: Placebo matched to axitinib (AG-013736) tablet orally BID starting from Day 1 of Cycle 1, in cycles of 3 weeks. Docetaxel 80 mg/m^2 1 hr IV infusion on Day 1 of each cycle, in cycles of 3 weeks. Treatment was continued until disease progression, intolerable toxicity, or for 2 cycles after complete response. Participants with disease progression after consent were continued to open-label phase."", ""  Overall Number of Participants Analyzed: 55"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: days  215        (191 to 247)""]",Entailment
One patient in NCT01674062 was observed suffering from Enteritis.,"[""Adverse Events 1:"", ""  Total: 12/66 (18.18%)"", ""  Palpitations * 1/66 (1.52%)"", ""  Haematemesis * 1/66 (1.52%)"", ""  Performance status decreased * 1/66 (1.52%)"", ""  Hepatic failure * 1/66 (1.52%)"", ""  Cellulitis * 1/66 (1.52%)"", ""  Device related infection * 1/66 (1.52%)"", ""  Pneumonia * 1/66 (1.52%)"", ""  Pneumonia pneumococcal * 1/66 (1.52%)"", ""  Femur fracture * 0/66 (0.00%)"", ""  Hypokalaemia * 1/66 (1.52%)"", ""  Back pain * 2/66 (3.03%)""]",Contradiction
1 patient in NCT00509769 had toxic hepatitis.,"[""Adverse Events 1:"", ""  Hepatotoxicity 1/112 (0.89%)""]",Entailment
less than 1% of either cohort of NCT01492101 was effect by either Pancytopenia or Coagulopathy.,"[""Adverse Events 1:"", ""  Pancytopenia *2/425 (0.47%)"", ""  Coagulopathy *1/425 (0.24%)"", ""Adverse Events 2:"", ""  Pancytopenia *0/406 (0.00%)"", ""  Coagulopathy *0/406 (0.00%)""]",Entailment
Only patients with HER2 positive breast carcinoma are eligible for NCT00232479.,"[""Inclusion Criteria:"", ""  HER-2 overexpressing breast cancer""]",Entailment
"Throughout NCT01644890, one patient developed issues with their vision.","[""Adverse Events 1:"", ""  Total: 34/214 (15.89%)"", ""  Leukocytosis 0/214 (0.00%)"", ""  Atrial fibrillation 0/214 (0.00%)"", ""  Cardiac failure congestive 0/214 (0.00%)"", ""  Pericardial effusion 1/214 (0.47%)"", ""  Cataract 0/214 (0.00%)"", ""  Macular fibrosis 0/214 (0.00%)"", ""  Constipation 2/214 (0.93%)"", ""  Diarrhoea 2/214 (0.93%)"", ""  Enterocolitis 0/214 (0.00%)"", ""  Ileus 1/214 (0.47%)"", ""  Nausea 3/214 (1.40%)"", ""Adverse Events 2:"", ""  Total: 27/213 (12.68%)"", ""  Leukocytosis 1/213 (0.47%)"", ""  Atrial fibrillation 1/213 (0.47%)"", ""  Cardiac failure congestive 1/213 (0.47%)"", ""  Pericardial effusion 0/213 (0.00%)"", ""  Cataract 1/213 (0.47%)"", ""  Macular fibrosis 1/213 (0.47%)"", ""  Constipation 1/213 (0.47%)"", ""  Diarrhoea 1/213 (0.47%)"", ""  Enterocolitis 1/213 (0.47%)"", ""  Ileus 0/213 (0.00%)"", ""  Nausea 0/213 (0.00%)""]",Entailment
"None of the patients in cohort 1 of NCT00063570 had a platlet deficiency, and none of the patients in cohort 2 had Pyrexia.","[""Adverse Events 1:"", ""  Total: 17"", ""  Anaemia 2/52 (3.85%)"", ""  Febrile neutropenia 4/52 (7.69%)"", ""  Pancytopenia 1/52 (1.92%)"", ""  Thrombocytopenia 0/52 (0.00%)"", ""  Abdominal pain 1/52 (1.92%)"", ""  Constipation 1/52 (1.92%)"", ""  Pyrexia 2/52 (3.85%)"", ""  Hepatic failure 1/52 (1.92%)"", ""  Hyperbilirubinaemia 1/52 (1.92%)"", ""  Device related infection 1/52 (1.92%)"", ""  Pneumonia 2/52 (3.85%)"", ""  Sepsis 1/52 (1.92%)"", ""Adverse Events 2:"", ""  Total: 7"", ""  Anaemia 0/21 (0.00%)"", ""  Febrile neutropenia 1/21 (4.76%)"", ""  Pancytopenia 0/21 (0.00%)"", ""  Thrombocytopenia 1/21 (4.76%)"", ""  Abdominal pain 0/21 (0.00%)"", ""  Constipation 0/21 (0.00%)"", ""  Pyrexia 1/21 (4.76%)"", ""  Hepatic failure 0/21 (0.00%)"", ""  Hyperbilirubinaemia 0/21 (0.00%)"", ""  Device related infection 0/21 (0.00%)"", ""  Pneumonia 0/21 (0.00%)"", ""  Sepsis 0/21 (0.00%)""]",Contradiction
Patients with a Karnofsky status of 94% are eligible for NCT00295867.,"[""  Exclusion Criteria"", ""  Karnofsky Performance status < 90%.""]",Entailment
In total there were 32 cases of Febrile neutropenia in NCT00391092.,"[""Adverse Events 1:"", ""  Febrile neutropenia * 14/206 (6.80%)"", ""Adverse Events 2:"", ""  Febrile neutropenia * 18/215 (8.37%)""]",Entailment
The highest number of occurences for any adverse event in both NCT00083174 and NCT00190671 was 2.,"[""Adverse Events 1:"", ""  Total: 39/2240 (1.74%)"", ""  Supraven.arrhyth. Atrial fibrillation 1/2240 (0.04%)"", ""  Cardiac ischemia/infarction 2/2240 (0.09%)"", ""  Valvular heart disease 1/2240 (0.04%)"", ""  Cardiac General - Other 2/2240 (0.09%)"", ""  Endocrine - Other 1/2240 (0.04%)"", ""  Ocular - Other 1/2240 (0.04%)"", ""  Colitis 2/2240 (0.09%)"", ""  Diarrhea 1/2240 (0.04%)"", ""  Dysphagia 1/2240 (0.04%)"", ""  Gastritis 1/2240 (0.04%)""]",Entailment
"Patients who received over 5 years of anastrozole therapy, completed 2 years prior, are eligible for NCT00754845.","[""  Must have received 4\u00bd - 6 years of aromatase inhibitor therapy (e.g., letrozole, anastrozole, or exemestane), either as initial therapy or after prior tamoxifen citrate, including treatment received as part of clinical trial CAN-NCIC-MA17"", ""  Completed aromatase inhibitor therapy  2 years ago""]",Entailment
All of the adverse events recorded in NCT00432172 occurred in patients from cohort 1.,"[""Adverse Events 1:"", ""  Total: 5/45 (11.11%)"", ""  Neutrophils/granulocytes (ANC/AGC) *  [1]0/45 (0.00%)"", ""  Neutrophils/granulocytes (ANC/AGC) *  [2]0/45 (0.00%)"", ""  Diabetes decompensation * 0/45 (0.00%)"", ""  Diarrhea *  [2]0/45 (0.00%)"", ""  Mucositis/stomatitis and Vomiting *  [3]0/45 (0.00%)"", ""  Pancreatitis *  [4]1/45 (2.22%)"", ""  Febrile neutropenia *  [2]3/45 (6.67%)"", ""Adverse Events 2:"", ""  Total: 0/46 (0.00%)"", ""  Neutrophils/granulocytes (ANC/AGC) *  [1]0/46 (0.00%)"", ""  Neutrophils/granulocytes (ANC/AGC) *  [2]0/46 (0.00%)"", ""  Diabetes decompensation * 0/46 (0.00%)"", ""  Diarrhea *  [2]0/46 (0.00%)"", ""  Mucositis/stomatitis and Vomiting *  [3]0/46 (0.00%)"", ""  Pancreatitis *  [4]0/46 (0.00%)"", ""  Febrile neutropenia *  [2]0/46 (0.00%)"", ""  Infection pulmonary/ Upper airway NOS *  [5]0/46 (0.00%)""]",Entailment
There were no MRSA infections in either NCT01201265 or NCT00493649.,"[""Adverse Events 1:"", ""  Total: 51/486 (10.49%)"", ""  ANEMIA 1/486 (0.21%)"", ""  NEUTROPENIA 4/486 (0.82%)"", ""  FIBRILLATION ATRIAL 1/486 (0.21%)"", ""  ABDOMINAL PAIN 2/486 (0.41%)"", ""  BLOATING 1/486 (0.21%)"", ""  BOWEL PERFORATION 1/486 (0.21%)"", ""  COLITIS 1/486 (0.21%)"", ""  DEHYDRATION 5/486 (1.03%)"", ""  DIARRHEA 5/486 (1.03%)"", ""  GASTRIC INFLAMMATION 1/486 (0.21%)"", ""  NAUSEA 3/486 (0.62%)"", ""  NAUSEA AND VOMITING 1/486 (0.21%)""]",Entailment
NCT00468585 did not record any skin infections in their patients.,"[""Adverse Events 1:"", ""  Total: 2/4 (50.00%)"", ""  Atrial fibrillation 0/4 (0.00%)"", ""  Dehydration 1/4 (25.00%)"", ""  Fatigue (asthenia, lethargy, malaise) 1/4 (25.00%)"", ""  Pain - Back 1/4 (25.00%)"", ""  Urinary tract infection 0/4 (0.00%)"", ""  Dyspnea (shortness of breath) 0/4 (0.00%)"", ""  Pericardial effusion 0/4 (0.00%)"", ""  Thrombosis 0/4 (0.00%)"", ""  Skin infection 0/4 (0.00%)"", ""  Rash: hand-foot skin reaction 0/4 (0.00%)"", ""Adverse Events 2:"", ""  Total: 0/3 (0.00%)"", ""  Atrial fibrillation 0/3 (0.00%)"", ""  Dehydration 0/3 (0.00%)"", ""  Fatigue (asthenia, lethargy, malaise) 0/3 (0.00%)"", ""  Pain - Back 0/3 (0.00%)"", ""  Urinary tract infection 0/3 (0.00%)"", ""  Dyspnea (shortness of breath) 0/3 (0.00%)"", ""  Pericardial effusion 0/3 (0.00%)"", ""  Thrombosis 0/3 (0.00%)"", ""  Skin infection 0/3 (0.00%)"", ""  Rash: hand-foot skin reaction 0/3 (0.00%)""]",Entailment
"INR equal to or above 1.5 is mandatory for participation in NCT00915603, it is not necessary for NCT02511730.","[""Inclusion Criteria:"", ""  International normalized ratio (INR) <=1.5 or prothrombin time (PT)/partial""]",Entailment
Cohort 1 of NCT00856492 recorded no deaths and no cases of Enterocolitis infectious.,"[""Adverse Events 1:"", ""  Total: 22/96 (22.92%)"", ""  Anemia  1/96 (1.04%)"", ""  Febrile neutropenia  4/96 (4.17%)"", ""  Heart failure  1/96 (1.04%)"", ""  Abdominal pain  1/96 (1.04%)"", ""  Dysphagia  1/96 (1.04%)"", ""  Mucositis oral  1/96 (1.04%)"", ""  Nausea  1/96 (1.04%)"", ""  Vomiting  2/96 (2.08%)"", ""  Death NOS  0/96 (0.00%)"", ""  Pain  1/96 (1.04%)"", ""  Catheter related infection  1/96 (1.04%)"", ""  Enterocolitis infectious  0/96 (0.00%)""]",Entailment
"Agatha had her 53rd birthday last week, she has a histologically confirmed adenocarcinoma of the breast, with no evidence of metastatic disease. Agatha is of white british origin. she is eligible for NCT00089479 but not NCT02964234, due to her age.","[""Inclusion Criteria:"", ""  female patients 18-70 years of age;"", ""  adenocarcinoma of the breast;"", ""  previous invasive breast cancer if diagnosed >5 years before entering study;"", ""  no evidence of metastatic disease."", ""Exclusion Criteria:"", ""  history of severe hypersensitivity reaction to Taxotere;"", ""  previous treatment with anthracycline, anthracenedione (mitoxantrone), or taxane;"", ""  treatment with fluoropyrimidine (5-fluorouracil) within the last 5 years.""]",Contradiction
The total number of patients affected by adverse events in cohort 2 NCT00528567 is more than 1000.,"[""Adverse Events 2:"", ""  Total: 250/1271 (19.67%)""]",Contradiction
There was over 10 more cases of adverse events in cohort 2 than in cohort 1 of NCT01560416.,"[""Adverse Events 1:"", ""  Total: 2/15 (13.33%)"", ""Adverse Events 2:"", ""  Total: 11/35 (31.43%)""]",Contradiction
Patients with a positive sentinel node biopsy must have surgery to remove lymph nodes from the groin or they will not be eligible for NCT00009945.,"[""Eligibility"", ""  Patients must have undergone either a total mastectomy or a lumpectomy with either an axillary dissection or sentinel node biopsy. If any sentinel node is histologically positive by H & E, or histologically suspicious on H & E and confirmed positive by immunohistochemistry (IHC), then the patient must have a completion axillary dissection.""]",Contradiction
NCT00193206 records a total of 7 different types of infections.,"[""Adverse Events 1:"", ""  Total: 22/123 (17.89%)"", ""  Cardiac Ischemia/Infarction  [1]1/123 (0.81%)"", ""  Pain - Chest 2/123 (1.63%)"", ""  Dehydration 2/123 (1.63%)"", ""  Death  [2]1/123 (0.81%)"", ""  Weakness 1/123 (0.81%)"", ""  Pain - Liver 1/123 (0.81%)"", ""  Infection - Skin  [3]3/123 (2.44%)"", ""  Infection - Gastrointestinal  [4]1/123 (0.81%)"", ""  Infection - Vein  [5]2/123 (1.63%)"", ""  Infection - Pneumonia 1/123 (0.81%)""]",Contradiction
There were several patients who contracted Pneumonia in NCT00717405.,"[""Adverse Events 1:"", ""  Total: 20/52 (38.46%)"", ""  Febrile bone marrow aplasia * 5/52 (9.62%)"", ""  Febrile neutropenia * 6/52 (11.54%)"", ""  Leukopenia * 6/52 (11.54%)"", ""  Atrial tachycardia * 1/52 (1.92%)"", ""  Vomiting * 1/52 (1.92%)"", ""  Tooth loss * 1/52 (1.92%)"", ""  Hyperthermia * 1/52 (1.92%)"", ""  Malaise * 1/52 (1.92%)"", ""  Pyrexia * 1/52 (1.92%)"", ""  Impaired healing * 3/52 (5.77%)"", ""  Inflammation * 1/52 (1.92%)""]",Contradiction
"Candidates for NCT00090857 must have a bone density scan 1 month prior to study entry, if the results from this are more than 2 standard deviations below normal, they must be excluded.","[""  Bone density scan within 2 standard deviations from normal within the past 30 days"", ""  Bone density scan  2 standard deviations below normal allowed if approved by the study physician""]",Contradiction
patients with Multicentric breast cancer can be accepted for NCT00945061.,"[""Inclusion Criteria:"", ""  Unifocal breast cancer recurrence""]",Contradiction
Every adverse event in NCT00544167 occurred more than 8 times.,"[""Adverse Events 1:"", ""  Total: 7/45 (15.56%)"", ""  Febrile neutropenia 1/45 (2.22%)"", ""  Cardiac ischemia/infarction 1/45 (2.22%)"", ""  Ventricular arrhythmia - left ventricular systolic dysfunction 1/45 (2.22%)"", ""  Hemmorhage - GI 1/45 (2.22%)"", ""  Pancreatitis 1/45 (2.22%)"", ""  Infection - pneumonia 1/45 (2.22%)"", ""  Infection - Streptococcus 1/45 (2.22%)"", ""  Abcess of Bartholin's cyst 1/45 (2.22%)""]",Contradiction
1 patient in cohort 1 of NCT00871858 was diagnosed with a Clear cell renal cell carcinoma.,"[""Adverse Events 1:"", ""  Total: 2/60 (3.33%)"", ""  Bronchial infection 0/60 (0.00%)"", ""  Ankle fracture 1/60 (1.67%)"", ""  Clear cell kidney cancer 0/60 (0.00%)"", ""  Programmed peritoneal dialysis 1/60 (1.67%)"", ""  Endometrial atrophy 0/60 (0.00%)"", ""Adverse Events 2:"", ""  Total: 3/58 (5.17%)"", ""  Bronchial infection 1/58 (1.72%)"", ""  Ankle fracture 0/58 (0.00%)"", ""  Clear cell kidney cancer 1/58 (1.72%)"", ""  Programmed peritoneal dialysis 0/58 (0.00%)"", ""  Endometrial atrophy 1/58 (1.72%)""]",Contradiction
